twitter_id_from,twitter_id_to,score,label
63169388,432676344,1.7157319,1.0
818713465653051392,162069635,1.4535806,1.0
975200486,816652616625168388,-0.3589819,1.0
2930635215,18061669,0.95094055,1.0
33563161,19318314,1.513833,1.0
38254095,250188760,1.646342,1.0
2966758114,1051446626,2.1248577,1.0
3686482216,742735530287304704,-1.2667272,1.0
63169388,109071031,1.3258948,1.0
30043495,235217558,-0.8594796,1.0
17896154,234812598,-0.1220175,1.0
1089334250,1074412920,0.39041358,1.0
1065995022,29450962,-0.2541414,1.0
1074518754,171598736,-0.09796268,1.0
19407835,235190657,0.45111853,1.0
168502762,815733290955112448,3.5153098,1.0
237814920,164007407,-0.8330874,1.0
28599820,140519774,3.5110602,1.0
312134473,92186819,2.4933066,1.0
1055907624,29501253,1.3566449,1.0
821763194372943872,72198806,-0.56056625,1.0
818713465653051392,1072467470,2.79705,1.0
2433737761,2968451607,0.31592327,1.0
63169388,24745957,2.699095,1.0
2962891515,15856366,-1.7900102,1.0
33977070,15394954,2.380136,1.0
1045110018,776664410,2.4826615,1.0
821763194372943872,17494010,-0.7717763,1.0
278145569,15428227,2.0814295,1.0
242376736,33977070,0.0015733838,1.0
76649729,2863210809,-1.0544062,1.0
926446070812602371,33576489,1.5017548,1.0
36686040,23600262,1.5171776,1.0
155669457,242836537,1.2293696,1.0
818713465653051392,1074129612,3.5875974,1.0
806906355214852096,2968451607,3.3548508,1.0
1060370282,225921757,-0.17832369,1.0
518644221,742735530287304704,-0.84599686,1.0
1055730738,581141508,4.879259,1.0
829782369670410240,818910970567344128,-1.0014051,1.0
1058460818,161791703,-3.2131119,1.0
233842454,1092979962,3.453485,1.0
242376736,219429281,-0.028746426,1.0
85396297,252249233,1.0916042,1.0
516880804,2968007206,1.1894083,1.0
161743731,84119348,-1.5621078,1.0
776664410,18915145,3.5374494,1.0
816683274076614656,1058520120,-0.7794577,1.0
92186819,258900199,1.3296432,1.0
33977070,815952318487298048,0.14722633,1.0
776664410,11651202,1.405488,1.0
382791093,842072478834909184,-0.7516095,1.0
161411080,467823431,3.4035654,1.0
19726613,18695134,-1.1506151,1.0
110545675,988573326376427520,0.05255747,1.0
18915145,935148134505828353,0.16391903,1.0
235190657,161743731,0.028208792,1.0
88806753,33563161,2.4291692,1.0
305620929,20467163,1.2180369,1.0
2955485182,15745368,-0.34855762,1.0
1077121945,109287731,1.3694508,1.0
11651202,1060370282,-0.11185908,1.0
264219447,21111098,-0.9228159,1.0
811986281177772032,2975091705,1.0691395,1.0
2916086925,30216513,1.4618416,1.0
30043495,15745368,-0.19804698,1.0
2853309155,2861616083,-0.09145576,1.0
1444015610,613725908,1.4551697,1.0
26778110,236511574,1.0467904,1.0
17800215,15600527,1.7236805,1.0
163570705,1068499286,1.9485731,1.0
1289319271,110545675,-0.3535654,1.0
309070309,133832049,2.1510627,1.0
15751083,818910970567344128,1.7081647,1.0
235190657,2847221717,-0.09029871,1.0
2371339658,15361570,1.0881107,1.0
26778110,1260172386,-0.47157502,1.0
236511574,76649729,-1.2980082,1.0
818713465653051392,432771620,2.1564698,1.0
1065995022,15856366,1.1459737,1.0
