twitter_id_from,twitter_id_to,score,label
199325935,234014087,0.7303306,1.0
15751083,242873057,-0.28040206,1.0
137794015,22669526,1.6495812,1.0
17494010,76649729,-0.17977864,1.0
29201047,172858784,0.84446275,1.0
816652616625168388,1058051748,-0.13521141,1.0
14275291,862405301693296640,0.9710474,1.0
21111098,262756641,-0.4951908,1.0
14984637,33537967,0.46317458,1.0
2964877294,842072478834909184,0.3113907,1.0
74198348,242836537,-0.36111122,1.0
818910970567344128,32010840,0.23844844,1.0
1055685948,995193054,0.1174798,1.0
2253968388,18916432,2.8928516,1.0
161411080,164369297,1.1900403,1.0
164369297,39249305,0.8611408,1.0
818460870573441028,22055226,-0.08296627,1.0
584912320,30354991,0.07672542,1.0
818948638890217473,818460870573441028,-1.5999751,1.0
558769636,1908143071,-0.46005458,1.0
242873057,50152441,-0.90936905,1.0
15394954,24195214,-2.0541606,1.0
584912320,247334603,0.032470226,1.0
211420609,234022257,-0.12589669,1.0
2863210809,13218102,0.9767804,1.0
150078976,55677432,-0.7440426,1.0
1045110018,1260172386,0.88548416,1.0
1240107944,171598736,-1.0584774,1.0
1037321378,242426145,1.3244305,1.0
246341769,278145569,0.45651495,1.0
73303753,22509548,0.3540735,1.0
382791093,827258161841135623,0.702495,1.0
710820198606106624,1074101017,-4.145255,1.0
1055907624,813286,2.4718645,1.0
1072008757,237348797,0.61951107,1.0
233949261,18916432,2.6290226,1.0
74198348,15600527,-0.044380486,1.0
13218102,1209417007,2.1691058,1.0
1071900114,18696134,-2.733117,1.0
1531521632,22669526,0.76808155,1.0
1074129612,248735463,1.771992,1.0
2914515430,888031054141022209,0.5674839,1.0
293131808,515822213,0.13675529,1.0
15808765,21406834,0.97340876,1.0
462143773,815733290955112448,1.6277375,1.0
818713465653051392,1077121945,0.5857908,1.0
239949176,364415553,0.5573496,1.0
558769636,20545793,-0.15055078,1.0
16256269,24735461,0.78303385,1.0
827258161841135623,828613457020870657,1.025989,1.0
942156122,1135486501,0.5569434,1.0
252249233,15764644,1.0047567,1.0
112740986,293131808,-0.10294849,1.0
312134473,155669457,1.4106972,1.0
33977070,2966765501,-0.7353868,1.0
237750442,20545793,-1.3464608,1.0
819980276570976256,2891210047,-1.5438292,1.0
1222257180,442824717,0.37777305,1.0
2965083477,2862577383,-0.7432899,1.0
818948638890217473,29501253,-1.0925639,1.0
558769636,29450962,2.5056415,1.0
2371339658,823552974253342721,1.2765663,1.0
2371339658,153944899,0.51378196,1.0
26778110,21157904,-0.32112944,1.0
2930635215,1058256326,-0.63011473,1.0
234014087,235373000,0.0035184026,1.0
2933760046,266133081,-0.20262557,1.0
603083228,25073877,-0.5534373,1.0
19407835,1531521632,-0.93428606,1.0
5558312,968650362,0.017344117,1.0
834069080,37920978,-0.76524705,1.0
291756142,202206694,-0.10145497,1.0
935033864,432676344,-2.2133856,1.0
237862972,50152441,-0.8857623,1.0
816131319033950208,52503751,0.98834527,1.0
3044993235,14135426,1.6358867,1.0
234022257,15600527,0.1320557,1.0
584912320,20747881,-1.0478358,1.0
221792092,956283913835614208,-0.23085082,1.0
2963445730,342863309,-1.7771432,1.0
818948638890217473,18916432,2.0563211,1.0
133832049,17800215,-1.5763097,1.0
2852998461,2953974395,-0.46846145,1.0
161411080,2966765501,-1.4741445,1.0
266133081,216503958,-0.4045912,1.0
2371339658,409486555,1.0002514,1.0
