twitter_id_from,twitter_id_to,score,label
199325935,234014087,0.4179244,1.0
15751083,242873057,0.47670376,1.0
137794015,22669526,0.42520654,1.0
17494010,76649729,0.43579504,1.0
29201047,172858784,0.4633283,1.0
816652616625168388,1058051748,0.44734806,1.0
14275291,862405301693296640,0.4474739,1.0
21111098,262756641,0.45497447,1.0
14984637,33537967,0.44160056,1.0
2964877294,842072478834909184,0.4779155,1.0
74198348,242836537,0.47346944,1.0
818910970567344128,32010840,0.36090204,1.0
1055685948,995193054,0.43831015,1.0
2253968388,18916432,0.4898274,1.0
161411080,164369297,0.35528892,1.0
164369297,39249305,0.35648048,1.0
818460870573441028,22055226,0.43997666,1.0
584912320,30354991,0.3817599,1.0
818948638890217473,818460870573441028,0.44887054,1.0
558769636,1908143071,0.39061818,1.0
242873057,50152441,0.42894635,1.0
15394954,24195214,0.5251573,1.0
584912320,247334603,0.39352983,1.0
211420609,234022257,0.46699512,1.0
2863210809,13218102,0.45111775,1.0
150078976,55677432,0.44526285,1.0
1045110018,1260172386,0.37655956,1.0
1240107944,171598736,0.47852844,1.0
1037321378,242426145,0.44386673,1.0
246341769,278145569,0.47662586,1.0
73303753,22509548,0.4488865,1.0
382791093,827258161841135623,0.44307518,1.0
710820198606106624,1074101017,0.43591875,1.0
1055907624,813286,0.45107085,1.0
1072008757,237348797,0.4335301,1.0
233949261,18916432,0.49342152,1.0
74198348,15600527,0.48594132,1.0
13218102,1209417007,0.50188226,1.0
1071900114,18696134,0.45425993,1.0
1531521632,22669526,0.41486916,1.0
1074129612,248735463,0.45255,1.0
2914515430,888031054141022209,0.43659872,1.0
293131808,515822213,0.46490294,1.0
15808765,21406834,0.5198408,1.0
462143773,815733290955112448,0.3756798,1.0
818713465653051392,1077121945,0.47133845,1.0
239949176,364415553,0.38829285,1.0
558769636,20545793,0.41101372,1.0
16256269,24735461,0.43166012,1.0
827258161841135623,828613457020870657,0.42746866,1.0
942156122,1135486501,0.40227237,1.0
252249233,15764644,0.5194703,1.0
112740986,293131808,0.44571465,1.0
312134473,155669457,0.37663212,1.0
33977070,2966765501,0.45449167,1.0
237750442,20545793,0.45137116,1.0
819980276570976256,2891210047,0.39728105,1.0
1222257180,442824717,0.39116287,1.0
2965083477,2862577383,0.46769866,1.0
818948638890217473,29501253,0.48132226,1.0
558769636,29450962,0.44295964,1.0
2371339658,823552974253342721,0.40586552,1.0
2371339658,153944899,0.37471431,1.0
26778110,21157904,0.43745685,1.0
2930635215,1058256326,0.46206236,1.0
234014087,235373000,0.3966676,1.0
2933760046,266133081,0.44735536,1.0
603083228,25073877,0.46847555,1.0
19407835,1531521632,0.47221714,1.0
5558312,968650362,0.42987263,1.0
834069080,37920978,0.47319055,1.0
291756142,202206694,0.45721176,1.0
935033864,432676344,0.50172365,1.0
237862972,50152441,0.44548392,1.0
816131319033950208,52503751,0.47059888,1.0
3044993235,14135426,0.41643295,1.0
234022257,15600527,0.49638426,1.0
584912320,20747881,0.35540855,1.0
221792092,956283913835614208,0.3208778,1.0
2963445730,342863309,0.45848894,1.0
818948638890217473,18916432,0.5044257,1.0
133832049,17800215,0.37375346,1.0
2852998461,2953974395,0.46119103,1.0
161411080,2966765501,0.31995976,1.0
266133081,216503958,0.42519242,1.0
2371339658,409486555,0.3512494,1.0
787373558,789244177,0.33010757,1.0
1077121945,2916086925,0.42400378,1.0
2750127259,1074480192,0.47459608,1.0
838462994,1089334250,0.50702846,1.0
60828944,171598736,0.46955365,1.0
234014087,2976606250,0.38758227,1.0
1883356866,16056306,0.46233007,1.0
92186819,264219447,0.44754905,1.0
137794015,74198348,0.40452483,1.0
816181091673448448,2962868158,0.43014237,1.0
212262370,18916432,0.49953026,1.0
15600527,2253968388,0.45628414,1.0
26424123,18277655,0.44809806,1.0
293131808,15954997,0.4640536,1.0
314205957,217543151,0.44031915,1.0
211420609,13491312,0.4728709,1.0
233842454,988573326376427520,0.4498067,1.0
2966570782,818975124460335106,0.37176526,1.0
237312687,237312687,0.46071613,1.0
1135486501,956283913835614208,0.42553732,1.0
303633791,36686040,0.36331886,1.0
267938462,63169388,0.34974664,1.0
84119348,164007407,0.3996429,1.0
816298918468259841,232992031,0.41743925,1.0
1074129612,342863309,0.36059976,1.0
2724095695,2863006655,0.35534203,1.0
15600527,935033864,0.44893733,1.0
550401754,550401754,0.41159216,1.0
109071031,242555999,0.4948168,1.0
161411080,153486399,0.3458823,1.0
17544524,240760644,0.44262996,1.0
1074518754,2970279814,0.49582174,1.0
2929491549,1240107944,0.43094897,1.0
242926427,242926427,0.45138896,1.0
2970462034,242426145,0.46451676,1.0
164369297,193732179,0.36130702,1.0
935033864,818910970567344128,0.46015164,1.0
250188760,946549322,0.44671458,1.0
818910970567344128,816303263586914304,0.37976015,1.0
153486399,2970279814,0.43299904,1.0
2371339658,10615232,0.33571017,1.0
381152398,1065995022,0.4028749,1.0
50452197,515822213,0.3691964,1.0
19936673,249348006,0.45487776,1.0
1339931490,36948268,0.37469912,1.0
16160352,19394188,0.45414847,1.0
2914515430,229197216,0.47299078,1.0
47724293,47724293,0.4446659,1.0
75364211,109071031,0.4500694,1.0
247334603,15745368,0.44977102,1.0
15764644,18909919,0.35263145,1.0
2916086925,150078976,0.42925796,1.0
242836537,249787913,0.4648585,1.0
819744763020775425,2970279814,0.5035705,1.0
239949176,23600262,0.4127903,1.0
14275291,16256269,0.47548404,1.0
15808765,72198806,0.4933894,1.0
2955485182,78403308,0.42605296,1.0
801255835,801255835,0.35265785,1.0
518644221,829782369670410240,0.43302256,1.0
2966205003,834069080,0.42770797,1.0
117501995,382791093,0.4500536,1.0
343171266,17976923,0.48497337,1.0
993153006,22055226,0.44621682,1.0
1222257180,1530850933,0.37523103,1.0
233842454,267938462,0.4937666,1.0
976969338,237862972,0.46718946,1.0
1045110018,2724095695,0.38097215,1.0
312134473,235373000,0.34230453,1.0
968650362,15007149,0.4225061,1.0
462143773,818910970567344128,0.31952566,1.0
811313565760163844,827258161841135623,0.4604078,1.0
15954997,164369297,0.44108614,1.0
172858784,17494010,0.51177686,1.0
76649729,21111098,0.42636138,1.0
3044993235,161411080,0.4000609,1.0
1339931490,236279233,0.37843668,1.0
1067541214671577093,29501253,0.39122972,1.0
3026622545,838462994,0.448528,1.0
950328072,26778110,0.47164977,1.0
219429281,243418245,0.45178682,1.0
72198806,109287731,0.47476572,1.0
432676344,164007407,0.4229349,1.0
78403308,2973870195,0.42738712,1.0
50452197,799764016885329921,0.34971288,1.0
970207298,811313565760163844,0.4741118,1.0
164369297,2970279814,0.37876254,1.0
409486555,939091,0.3603083,1.0
98471035,467823431,0.48322964,1.0
2853309155,816298918468259841,0.47140118,1.0
31801993,1055907624,0.3919383,1.0
2962868158,816298918468259841,0.39165437,1.0
75785294,29450962,0.50520843,1.0
164007407,258900199,0.4014763,1.0
381152398,1883356866,0.38247925,1.0
305216911,1209417007,0.42398736,1.0
237750442,164369297,0.4669678,1.0
111635980,72198806,0.34338862,1.0
150078976,193732179,0.47286212,1.0
1240107944,854715071116849157,0.46329793,1.0
153944899,137794015,0.40797123,1.0
29201047,29450962,0.49282882,1.0
17800215,26057209,0.41589183,1.0
73303753,1249982359,0.46527335,1.0
1541518434,19682187,0.45132262,1.0
30216513,1051127714,0.41097507,1.0
309070309,248735463,0.5067466,1.0
816652616625168388,816652616625168388,0.45081195,1.0
39249305,240427862,0.36939824,1.0
247334603,216503958,0.41055197,1.0
487297085,88784440,0.44424808,1.0
171968009,986781648,0.42486146,1.0
1249982359,30354991,0.44904664,1.0
814179031956488192,16256269,0.43057036,1.0
17976923,935368364,0.42629963,1.0
153486399,813286,0.4197311,1.0
3686482216,935148134505828353,0.4795326,1.0
235312723,74198348,0.40675527,1.0
1060370282,23124635,0.41789672,1.0
15600527,234812598,0.45699942,1.0
2953974395,2963445730,0.44398853,1.0
22669526,15324851,0.36857396,1.0
225921757,16160352,0.42371476,1.0
24913074,88806753,0.4223563,1.0
486694111,161791703,0.5007474,1.0
2382685057,816131319033950208,0.44765624,1.0
3018670151,1209417007,0.44102547,1.0
2973870195,2951574214,0.43806797,1.0
487297085,216776631,0.43953598,1.0
2853309155,266719387,0.39079753,1.0
78403308,21269970,0.4390817,1.0
242555999,432895323,0.46099633,1.0
164007407,58928690,0.3802367,1.0
137794015,22523087,0.40113747,1.0
2964287128,2964287128,0.41704598,1.0
1067541214671577093,231108733,0.3811801,1.0
796183515998068736,15745368,0.45927024,1.0
266133081,20597460,0.44511098,1.0
1074101017,38254095,0.5110093,1.0
18137749,1071840474,0.44804463,1.0
2929491549,818948638890217473,0.43976662,1.0
137794015,258900199,0.41247272,1.0
38970940,172858784,0.4491095,1.0
806906355214852096,28599820,0.4167597,1.0
816298918468259841,18916432,0.4738172,1.0
2847221717,1071900114,0.46187937,1.0
124224165,20053279,0.4779237,1.0
33576489,85396297,0.4112665,1.0
970207298,242555999,0.46881607,1.0
2951574214,816683274076614656,0.4497751,1.0
581141508,1092979962,0.45637435,1.0
3044993235,816298918468259841,0.42647925,1.0
2724095695,813286,0.3623308,1.0
18166778,20467163,0.40576577,1.0
2863210809,171598736,0.45695335,1.0
109579534,815931811348017152,0.46279287,1.0
993153006,1092979962,0.502201,1.0
816303263586914304,15751083,0.43904227,1.0
2933760046,826065858548133888,0.41673082,1.0
18695134,293131808,0.4667837,1.0
15751083,819744763020775425,0.48152587,1.0
2433737761,17544524,0.35813293,1.0
1135486501,815985039485837312,0.4342085,1.0
237312687,1058051748,0.46253178,1.0
137794015,1410590874,0.42504156,1.0
37920978,828977216595849216,0.44370076,1.0
942156122,19394188,0.4116493,1.0
109071031,600463589,0.46724153,1.0
828977216595849216,854715071116849157,0.4634018,1.0
970207298,18137749,0.4765459,1.0
15751083,13218102,0.48971716,1.0
74508260,140519774,0.4812402,1.0
2371339658,988573326376427520,0.34007758,1.0
24195214,2916086925,0.3604533,1.0
138770045,975200486,0.3903962,1.0
109287731,21157904,0.4439919,1.0
110545675,815241612154417152,0.4049337,1.0
242873057,18566912,0.46033454,1.0
23600262,432676344,0.50579274,1.0
164007407,252819323,0.40780514,1.0
1058520120,818910970567344128,0.42168808,1.0
114388293,28267055,0.40618414,1.0
1155212191,935033864,0.44686604,1.0
21406834,1074480192,0.47827378,1.0
1037321378,140519774,0.4545269,1.0
90639372,409486555,0.4047343,1.0
1058917562,29450962,0.4971903,1.0
1045110018,789244177,0.36083537,1.0
98471035,18166778,0.47022188,1.0
51228911,1531521632,0.48391134,1.0
234014087,818713465653051392,0.42169434,1.0
2863006655,155669457,0.37386304,1.0
2371339658,432895323,0.3615739,1.0
787373558,36686040,0.3456565,1.0
942156122,815733290955112448,0.44692093,1.0
24745957,20597460,0.28383124,1.0
2966570782,15745368,0.39577174,1.0
18967498,2696643955,0.47487608,1.0
1908143071,234128524,0.43159968,1.0
827258161841135623,240760644,0.45741785,1.0
18915145,818910970567344128,0.45058358,1.0
956283913835614208,787373558,0.44577608,1.0
242376736,51228911,0.4590276,1.0
2916086925,2968451607,0.43257368,1.0
19929362,818910970567344128,0.4429372,1.0
31611298,229197216,0.46587807,1.0
1058917562,558769636,0.47415853,1.0
245451804,462143773,0.442727,1.0
600463589,60828944,0.45489326,1.0
21406834,249348006,0.4971791,1.0
249787913,2962868158,0.52294296,1.0
2968451607,237763317,0.3248759,1.0
818460870573441028,37920978,0.45623946,1.0
2968451607,2863006655,0.36821157,1.0
1222257180,1055907624,0.43400893,1.0
309070309,25073877,0.46064273,1.0
811313565760163844,250188760,0.48054677,1.0
299883942,29501253,0.4500887,1.0
818713465653051392,995193054,0.4188453,1.0
818948638890217473,16056306,0.4708808,1.0
17494010,862405301693296640,0.42228648,1.0
2968451607,1289319271,0.31532454,1.0
24913074,23124635,0.39668357,1.0
51228911,37094727,0.4577555,1.0
