twitter_id_from,twitter_id_to,score,label
242426145,19394188,1.4507797,1.0
1071840474,988573326376427520,-1.3302387,1.0
3044993235,1249982359,0.62391305,1.0
818472418620608512,240812994,0.50814545,1.0
164007407,25781141,1.9038732,1.0
334894942,92186819,0.38459373,1.0
15764644,153944899,1.5804784,1.0
3026622545,237763317,-0.75193757,1.0
1072467470,31801993,1.0743656,1.0
82453460,806906355214852096,2.5944827,1.0
816157667882373120,133832049,0.09965086,1.0
18166778,2750127259,1.0134339,1.0
2932617195,17976923,0.96457195,1.0
15764644,814179031956488192,2.137571,1.0
789244177,28599820,1.0492003,1.0
816652616625168388,2929491549,0.44314158,1.0
2973870195,2968007206,-5.178775,1.0
90639372,946549322,-0.10809481,1.0
975200486,1089334250,-0.22225279,1.0
976969338,110545675,0.77586186,1.0
1067541214671577093,1055907624,1.3774948,1.0
1068499286,56864092,1.2678127,1.0
467823431,33563161,1.026041,1.0
432771620,1135486501,-0.5355975,1.0
58928690,58928690,-0.2744301,1.0
814179031956488192,56864092,1.4724436,1.0
250188760,15954997,-0.3933093,1.0
946549322,19394188,1.0406547,1.0
789244177,163570705,0.027570724,1.0
1077121945,3122099613,2.8698583,1.0
518644221,1074412920,-1.9606811,1.0
1071840474,29450962,1.4594843,1.0
19929362,219429281,0.048486352,1.0
28602948,15764644,3.5989053,1.0
312134473,1077121945,3.8588636,1.0
1045110018,234014087,3.040736,1.0
15600527,976969338,0.5188093,1.0
140519774,25781141,3.06198,1.0
15324851,811313565760163844,-0.3619517,1.0
242873057,234022257,-0.16158682,1.0
235312723,828613457020870657,1.4866686,1.0
137794015,15745368,0.021479368,1.0
303633791,819744763020775425,-2.4146376,1.0
1135486501,1260172386,0.27038193,1.0
18061669,1068481578,-1.1854546,1.0
1155335864,19394188,0.7275064,1.0
851621377,1209417007,1.2266188,1.0
814179031956488192,1249982359,1.0317676,1.0
109287731,15745368,0.1133703,1.0
242426145,516880804,2.416984,1.0
823552974253342721,38254095,3.0531957,1.0
21157904,950328072,-0.29976666,1.0
305216911,247334603,1.0282805,1.0
229197216,2914515430,0.5141456,1.0
17976923,1051446626,1.7844856,1.0
161791703,796183515998068736,1.3489864,1.0
811313565760163844,939091,-0.058594942,1.0
2863006655,467823431,2.8149018,1.0
15361570,193732179,-0.1910972,1.0
818948638890217473,22055226,-0.98291314,1.0
2970279814,813286,1.982343,1.0
14135426,240812994,1.9342875,1.0
1051446626,818910970567344128,2.4904654,1.0
1068481578,1074518754,-0.20288652,1.0
39249305,24745957,1.0623174,1.0
941080085121175552,76649729,-1.6992275,1.0
14275291,18696134,-1.896686,1.0
24745957,252249233,0.8102491,1.0
249348006,818713465653051392,0.9544499,1.0
88806753,1155335864,-0.11711675,1.0
2976606250,1071840474,-2.8285694,1.0
2962868158,164369297,3.6182725,1.0
210926192,13218102,-0.3961544,1.0
18137749,73303753,-0.72037035,1.0
24745957,1051127714,2.0239394,1.0
1067541214671577093,25073877,0.39520168,1.0
13218102,799764016885329921,-0.58838975,1.0
52503751,7429102,-0.78320026,1.0
17800215,1209417007,3.0486038,1.0
33563161,479872233,0.9573889,1.0
14135426,970207298,1.3048327,1.0
235373000,2962868158,2.1863382,1.0
15954997,250188760,0.4200182,1.0
172858784,515822213,-1.1093857,1.0
217543151,1096059529,-0.012889147,1.0
462143773,939091,1.0752316,1.0
18061669,18916432,1.8311491,1.0
22669526,2962868158,3.6076038,1.0
235373000,26637348,-1.3280268,1.0
24913074,29450962,2.3817573,1.0
245451804,37920978,-1.460319,1.0
296245061,50452197,-4.210311,1.0
242426145,36948268,3.1353295,1.0
221792092,38254095,2.6502562,1.0
1849261916,21269970,-0.7233647,1.0
1222257180,1037321378,1.8639128,1.0
1074101017,14275291,1.0706623,1.0
239949176,18909919,1.0931232,1.0
515822213,941080085121175552,-1.6479435,1.0
935368364,1249982359,1.0056252,1.0
942156122,1055907624,2.2393892,1.0
2964877294,17976923,1.5165923,1.0
88784440,2856787757,0.18476951,1.0
4797361833,15324851,-0.37318867,1.0
7429102,16160352,-0.17636496,1.0
202206694,234822928,-0.46549785,1.0
29766367,22545491,-0.6234507,1.0
756123897783808000,14135426,-0.48049563,1.0
221792092,153486399,1.7434118,1.0
995193054,25073877,1.4500506,1.0
20552026,303861808,1.1017177,1.0
1260172386,816282029276938240,0.9471178,1.0
31801993,29501253,1.6714947,1.0
838462994,37920978,-0.41523528,1.0
851621377,17976923,0.3501259,1.0
818472418620608512,33576489,-0.8872273,1.0
233693291,18916432,2.4295034,1.0
55677432,150078976,-0.770247,1.0
2970279814,85396297,0.6386068,1.0
22509548,2963445730,0.301062,1.0
85396297,18967498,-2.121693,1.0
2853309155,162069635,-0.7388756,1.0
3686482216,510516465,-2.6197042,1.0
305216911,24195214,1.8728125,1.0
237814920,3044993235,-1.165214,1.0
816652616625168388,818948638890217473,-0.14872563,1.0
462143773,816157667882373120,1.3045313,1.0
1209417007,2951574214,-1.1647822,1.0
221792092,1058717720,1.7870126,1.0
385429543,462143773,0.74693775,1.0
2968451607,1339835893,1.6319687,1.0
787373558,138770045,2.189352,1.0
231510077,231510077,2.4607959,1.0
2916086925,236279233,1.6128714,1.0
2891210047,2891210047,-1.8001444,1.0
2966570782,245451804,0.9183612,1.0
1260172386,813286,1.9087601,1.0
138770045,28602948,2.3118622,1.0
33537967,1058520120,0.22945106,1.0
787373558,249348006,1.2211504,1.0
240427862,2964526557,-1.4081554,1.0
75364211,1074480192,0.876163,1.0
1058051748,17800215,0.6349541,1.0
19407835,1065995022,-0.6212845,1.0
240812994,39249305,1.8318489,1.0
247334603,60828944,-0.41688216,1.0
942156122,16056306,-0.47246718,1.0
26057209,18916432,-1.657356,1.0
2862577383,816652616625168388,-0.23302865,1.0
299883942,33563161,-5.406933,1.0
13218102,482450423,-2.537558,1.0
1060984272,56864092,1.3504984,1.0
245451804,842072478834909184,-0.9418011,1.0
600463589,92186819,-1.0248227,1.0
1058917562,88806753,0.34715354,1.0
484129385,216881337,-0.16025472,1.0
1083448909,1305596696,-4.8012238,1.0
7429102,78403308,-0.24671471,1.0
2914163523,17976923,1.2102621,1.0
233693291,381152398,-1.2842472,1.0
234128524,89001820,-5.4228067,1.0
58928690,479872233,0.7524829,1.0
404132211,111635980,1.1668305,1.0
467823431,364415553,2.1163323,1.0
34715823,34715823,-1.2177682,1.0
168502762,168502762,1.4742115,1.0
164007407,939091,0.7570094,1.0
309070309,233842454,-0.8537402,1.0
811313565760163844,16160352,-0.24608123,1.0
237763317,1209417007,2.5691092,1.0
90639372,248735463,3.1002514,1.0
249348006,18805303,-2.8425636,1.0
15954997,234022257,-2.4986498,1.0
342863309,72198806,-0.2504872,1.0
